construction,hseeberger/constructr,2015-10-16T16:31:20Z,akka-cluster,dynamic,environments,cluster,construction,containers,etcd,akka,cloud,akka-cluster,dynamic,environments,cluster,construction,containers,etcd,akka,cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,albarqouni/Deep-Learning-for-Medical-Applications,2017-03-11T12:28:04Z,deep-learning,medical-informatics,medical-imaging,awesome-list,medical,awesome-list,deep,deep-learning,medical-informatics,medical-imaging,analysis,learning,papers,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,jesses/wck,2009-10-07T00:35:22Z,as3,engine,flash,box2d,alchemy,construction,world,physics,port,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,raph-amiard/clojurescript-lua,2012-06-15T18:02:54Z,lua,running,construction,clojurescript,running,construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,parkerbennett/stackicons,2014-02-20T01:22:51Z,unique,multiple,option,button,social,kit,shapes,construction,brands,font,unique,multiple,option,button,social,shapes,construction,brands,font,icon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farming,Tanibox/tania,2017-06-02T21:40:33Z,symfony,tania,php,farm,open,system,symfony3,source,management,free,farming,agriculture,symfony,tania,farm,open,system,symfony3,source,management,free,farming,agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,josauder/procedural_city_generation,2015-07-20T16:17:11Z,program,city,generation,program,blender,procedural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,DLTK/DLTK,2017-05-02T15:40:36Z,data-science,python,ml,deep-learning,deep-neural-networks,medical-imaging,neural-networks,machine-learning,tensorflow,learning,data-science,ml,medical,toolkit,deep,deep-learning,deep-neural-networks,medical-imaging,neural-networks,analysis,machine-learning,tensorflow,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,tariqdaouda/pyGeno,2014-09-26T00:04:58Z,genomics,biology,genometools,cancer,cancer-genomes,python,proteomics,medical,genome-sequencing,genome-browser,genomes,genome-annotation,cancer-genomics,genome,precision,bioinformatics,medicine,package,genomics,biology,genometools,cancer,cancer-genomes,proteomics,medical,genome-sequencing,genome-browser,genomes,genome-annotation,cancer-genomics,genome,precision,bioinformatics,medicine,package,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farming,OpenAgInitiative/openag_brain,2016-03-27T15:44:05Z,ros,package,food,couchdb,computer,controlling,farming,ros,package,food,couchdb,computer,controlling,farming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,OCA/vertical-medical,2014-06-25T12:57:22Z,python,medical,emr,odoo,healthcare,medical,odoo,system,source,emr,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,mattmacy/vnet.pytorch,2017-03-08T04:13:12Z,fully-convolutional-networks,implementation,convolutional-neural-networks,pytorch,lung-segmentation,semantic-segmentation,segmentation,fully-convolutional-networks,neural,implementation,medical,convolutional-neural-networks,pytorch,lung-segmentation,image,networks,semantic-segmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,invesalius/invesalius3,2012-10-31T11:00:49Z,medical,reconstruction,software,medical,software,reconstruction,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,brzrkr/Sublpress,2013-03-04T17:11:37Z,construction,manage,websites,plugin,text,manage,websites,construction,wordpress,sublime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,pyladies/pyladies-kit,2011-06-28T01:56:55Z,city,open-source,conferences,social,mission,community,kit,education,events,city,open-source,conferences,social,mission,community,education,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,yihui-he/u-net,2016-06-29T07:46:30Z,segmentation,keras,medical,deep-neural-networks,medical-imaging,u-net,convolutional-networks,image-segmentation,image,segmentation,keras,medical,deep-neural-networks,medical-imaging,u-net,convolutional-networks,image-segmentation,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,narenaryan/Salary-API,2015-07-12T18:47:59Z,city,code,hour,employees,city,code,hour,chicago,employees,flask,api,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,loli/medpy,2012-05-11T10:57:34Z,image,processing,medical,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,amitu/smarturls,2012-08-08T14:38:12Z,url,construction,helper,django,url,construction,helper,django,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,ellisdg/3DUnetCNN,2017-02-01T19:24:34Z,segmentation,medical,image,segmentation,convolution,network,neural,medical,keras,u-net,cnn,image,3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,dreaswar/AuShadha,2012-08-24T18:35:07Z,medicine,small,dojo,management,emr,public,small,health,medicine,django,electronic,medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,IlianIliev/ubuntu-fabric-and-django,2012-06-27T06:37:51Z,script,setup,creation,server,construction,deployment,projects,fabric,script,setup,creation,server,construction,deployment,django,projects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farming,openfarmcc/OpenFarm,2013-10-27T04:46:37Z,plants,gardening,open-source,database,free,rails,farming,open,knowledge,plants,gardening,open-source,database,free,rails,farming,open,knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,jimweirich/re,2009-12-28T16:01:03Z,construction,expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,codeforamerica/citygram,2014-05-13T18:31:19Z,city,subscribe,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
farming,ekylibre/ekylibre,2011-08-12T09:03:48Z,management,erp,ruby,mapping,opensource,world,farming,agriculture,rails-application,management,erp,mapping,opensource,world,farming,agriculture,rails-application,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,monterail/zip-codes,2013-12-11T08:59:32Z,city,state,code,zip,city,state,code,zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,joecorcoran/cities,2011-09-20T14:28:58Z,city,data,world,data,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,t-mw/citygen,2015-12-13T21:31:02Z,generation,city,demo,generation,city,demo,procedural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,mikeizbicki/ucr-cs100,2014-06-26T19:38:10Z,course,source,construction,open,software,course,source,construction,open,software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,skeeto/pixelcity,2009-05-05T17:12:44Z,project,city,procedural,project,city,procedural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,karimnaaji/vectiler,2015-11-01T23:21:15Z,openstreetmap,city,computer-graphics,exporter,models,builder,terrain,vector-tiles,tile,vector,osm,srtm,cpp,model,3d,city-builder,openstreetmap,city,computer-graphics,exporter,models,builder,terrain,vector-tiles,tile,vector,osm,srtm,model,3d,city-builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,vczh-libraries/Vlpp,2015-04-01T00:42:05Z,container,string,generator,generic,parser,linq,construction,operation,multithreading,reflection,container,string,generator,generic,parser,linq,construction,common,operation,multithreading,reflection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,numenta/nupic.core,2014-01-30T02:13:40Z,construction,algorithms,core,core,implementation,construction,algorithms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,commontk/CTK,2010-06-14T15:23:41Z,code,set,cmake,qt,c-plus-plus,python,dicom,vtk,common,medical-imaging,navigation,plugin-manager,osgi,medical,support,itk,code,set,qt,c-plus-plus,dicom,vtk,common,medical-imaging,navigation,plugin-manager,osgi,medical,support,itk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,freeserf/freeserf,2011-06-21T21:28:03Z,game,clone,remake,serf,city,game,clone,remake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,MITK/MITK,2011-05-17T13:21:51Z,dicom-rt,dicom,medical-image-computing,medical-imaging,mitk,dicom-browser,cpp-library,interaction,dicom-rt,dicom,medical,toolkit,medical-image-computing,medical-imaging,mitk,dicom-browser,cpp-library,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,danielaparker/jsoncons,2013-05-08T23:48:08Z,construction,modern,header-only,library,cbor,modern,library,patch,json,construction,header-only,csv,pointer,messagepack,jsonpath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,Forceflow/ooc_svo_builder,2013-08-03T22:09:34Z,implementation,reference,voxel,reference,implementation,construction,sparse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,horosproject/horos,2015-01-30T19:06:39Z,available,develop,viewer,functional,free,libraries,source,image,open,medical,64-bit,available,libraries,develop,os,license,gnu,viewer,functional,free,public,project,source,version,image,x,open,medical,64-bit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,SuperElastix/SimpleElastix,2014-11-20T09:51:10Z,image-registration,medical,library,simpleitk,image,registration,elastix,image-registration,medical,library,simpleitk,image,registration,elastix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,sofa-framework/sofa,2016-05-31T12:57:59Z,engine,medical,simulation,framework,real-time,cpp,research,physics,engine,medical,simulation,framework,real-time,research,physics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,lincity-ng/lincity-ng,2015-03-13T23:47:26Z,city,game,simulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,fc731097343/efanna,2016-09-01T13:17:08Z,graph,search,construction,library,fast,knn,search,graph,ann,library,construction,fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,mabrarov/asio_samples,2012-10-30T13:50:37Z,asio,code,network,c-plus-plus,top,creation,object,client,usage,construction,asynchronous,objects,samples,pattern,active,server,boost,guide,code,creation,asynchronous,examples,asio,network,pattern,top,libraries,samples,usage,construction,boost,object,objects,active,c-plus-plus,server,client,guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medical,gadgetron/gadgetron,2014-11-14T18:44:25Z,framework,medical,image,reconstruction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
city,DK22Pac/plugin-sdk,2014-03-16T16:40:08Z,gta-vc,gta3,grandtheftauto,plugin-sdk,gta-san-andreas,grand-theft-auto,gta-sa,gta-vice-city,gtavc,plugins,vice-city,asi,gtasa,gta-iii,san-andreas,gta-vc,gta,andreas,san,gta3,grandtheftauto,plugin-sdk,gta-san-andreas,grand-theft-auto,gta-sa,city,gta-vice-city,gtavc,plugins,vice-city,asi,gtasa,gta-iii,san-andreas,sdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hospital,CorsixTH/CorsixTH-Graphics,2013-11-01T16:13:34Z,replace,graphics,hospital,replace,theme,graphics,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
construction,Zewo/Reflection,2016-05-03T15:37:57Z,runtime,server-side-swift,reflection,ios,dynamic,mirroring,server,introspection,construction,linux,swiftpm,swift,types,runtime,server-side-swift,reflection,ios,dynamic,mirroring,server,introspection,construction,linux,swiftpm,types,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
